00:00.671  blend            | Read blend: "C:\Users\fukud\Documents\Codex\2026-08-13\referenced-chatgpt-conversation-this-is-an\morrowgear-drone-java\docs\design\supply-carrier-v24\models\autocannon_magazine\autocannon_magazine.blend"
15:27:34 | INFO: Blender create Mesh node Cylinder.030
15:27:34 | INFO: Blender create Mesh node Cube.010
15:27:34 | INFO: Blender create Mesh node TubeFrontRim.005
15:27:34 | INFO: Blender create Mesh node TubeFrontRim.006
15:27:34 | INFO: Blender create Mesh node TubeFrontRim.007
15:27:34 | INFO: Blender create Mesh node TubeFrontRim.008
15:27:34 | INFO: Blender create Mesh node Cylinder.023
15:27:34 | INFO: Blender create Mesh node Cylinder.027
15:27:34 | INFO: Blender create Mesh node Cylinder.032
15:27:34 | INFO: glTF import finished in 0.05s
V24_ROUNDTRIP micro_missile_pack {"id": "micro_missile_pack", "passed": true, "beamAnchor": null, "beamAnchorError": 0, "serviceBayAnchors": {}, "serviceBayAnchorError": 0, "maxBoundsError": 0.0, "maxPerPartBoundsError": 0.0, "missingParts": [], "sourceBounds": [-0.44300001859664917, -0.6614999771118164, 0.11500000953674316, 0.44300001859664917, 0.6250000596046448, 0.8824999928474426], "importBounds": [-0.44300001859664917, -0.6614999771118164, 0.11500000953674316, 0.44300001859664917, 0.6250000596046448, 0.8824999928474426], "sourceMeshCount": 23, "importMeshCount": 23, "state": "service / static GLB", "frontAfterImport": "-Y", "upAfterImport": "+Z"}
00:01.343  blend            | Read blend: "C:\Users\fukud\Documents\Codex\2026-08-13\referenced-chatgpt-conversation-this-is-an\morrowgear-drone-java\docs\design\supply-carrier-v24\models\chunkbuster\chunkbuster.blend"
15:27:36 | INFO: Data are loaded, start creating Blender stuff
15:27:36 | INFO: Blender create Mesh node Cube.180
15:27:36 | INFO: Blender create Mesh node Cube.183
15:27:36 | INFO: Blender create Mesh node Cube.171
15:27:36 | INFO: Blender create Mesh node Cube.174
15:27:36 | INFO: Blender create Mesh node Cube.179
15:27:36 | INFO: Blender create Mesh node Cube.170
15:27:36 | INFO: Blender create Mesh node Cube.187
15:27:36 | INFO: Blender create Mesh node Cube.178
15:27:36 | INFO: Blender create Mesh node Cube.186
15:27:36 | INFO: Blender create Mesh node Cube.177
15:27:36 | INFO: Blender create Mesh node Cube.181
15:27:36 | INFO: Blender create Mesh node Cube.182
15:27:36 | INFO: Blender create Mesh node Cube.184
15:27:36 | INFO: Blender create Mesh node Cube.185
15:27:36 | INFO: Blender create Mesh node Cube.172
15:27:36 | INFO: Blender create Mesh node Cube.173
15:27:36 | INFO: Blender create Mesh node Cube.175
15:27:36 | INFO: Blender create Mesh node Cube.176
15:27:36 | INFO: Blender create Mesh node BayShutterAft.005
15:27:36 | INFO: Blender create Mesh node BayShutterAft.006
15:27:36 | INFO: Blender create Mesh node BayShutterAft.007
15:27:36 | INFO: Blender create Mesh node BayShutterAft.008
15:27:36 | INFO: Blender create Mesh node BayShutterAft.009
15:27:36 | INFO: Blender create Mesh node BayShutterForward.005
15:27:36 | INFO: Blender create Mesh node BayShutterForward.006
15:27:36 | INFO: Blender create Mesh node BayShutterForward.007
15:27:36 | INFO: Blender create Mesh node BayShutterForward.008
15:27:36 | INFO: Blender create Mesh node BayShutterForward.009
15:27:36 | INFO: Blender create Mesh node Cylinder.097
15:27:36 | INFO: Blender create Mesh node BellyOpticInnerRing.001
15:27:36 | INFO: Blender create Mesh node BellyOpticIsolation.001
15:27:36 | INFO: Blender create Mesh node BellyOpticOuterBezel.001
15:27:36 | INFO: Blender create Mesh node Cylinder.098
15:27:36 | INFO: Blender create Mesh node CarrierContinuousBlendedWing.001
15:27:36 | INFO: Blender create Mesh node Cylinder.161
15:27:36 | INFO: Blender create Mesh node Cylinder.159
15:27:36 | INFO: Blender create Mesh node Cylinder.157
15:27:36 | INFO: Blender create Mesh node Cylinder.155
15:27:36 | INFO: Blender create Mesh node Cylinder.153
15:27:36 | INFO: Blender create Mesh node Cylinder.151
15:27:36 | INFO: Blender create Mesh node AFT_CassetteGasket.007
15:27:36 | INFO: Blender create Mesh node AFT_CassetteGasket.005
15:27:36 | INFO: Blender create Mesh node Cylinder.149
15:27:36 | INFO: Blender create Mesh node Cylinder.147
15:27:36 | INFO: Blender create Mesh node AFT_FastenerSlot.023
15:27:36 | INFO: Blender create Mesh node AFT_FastenerSlot.021
15:27:36 | INFO: Blender create Mesh node AFT_FastenerSlot.019
15:27:36 | INFO: Blender create Mesh node AFT_FastenerSlot.017
15:27:36 | INFO: Blender create Mesh node AFT_FastenerSlot.015
15:27:36 | INFO: Blender create Mesh node AFT_FastenerSlot.013
15:27:36 | INFO: Blender create Mesh node AFT_HeatExchangerThroat_00.008
15:27:36 | INFO: Blender create Mesh node AFT_HeatExchangerThroat_00.006
15:27:36 | INFO: Blender create Mesh node AFT_HeatExchangerThroat_01.008
15:27:36 | INFO: Blender create Mesh node AFT_HeatExchangerThroat_01.006
15:27:36 | INFO: Blender create Mesh node AFT_HeatExchangerThroat_02.008
15:27:36 | INFO: Blender create Mesh node AFT_HeatExchangerThroat_02.006
15:27:36 | INFO: Blender create Mesh node AFT_HeatExchangerThroat_03.008
15:27:36 | INFO: Blender create Mesh node AFT_HeatExchangerThroat_03.006
15:27:36 | INFO: Blender create Mesh node AFT_HeatExchangerThroat_04.008
15:27:36 | INFO: Blender create Mesh node AFT_HeatExchangerThroat_04.006
15:27:36 | INFO: Blender create Mesh node AFT_HeatExchangerThroat_05.008
15:27:36 | INFO: Blender create Mesh node AFT_HeatExchangerThroat_05.006
15:27:36 | INFO: Blender create Mesh node AFT_LouverEdge_00.007
15:27:36 | INFO: Blender create Mesh node AFT_LouverEdge_00.005
15:27:36 | INFO: Blender create Mesh node AFT_LouverEdge_01.007
15:27:36 | INFO: Blender create Mesh node AFT_LouverEdge_01.005
15:27:36 | INFO: Blender create Mesh node AFT_LouverEdge_02.007
15:27:36 | INFO: Blender create Mesh node AFT_LouverEdge_02.005
15:27:36 | INFO: Blender create Mesh node AFT_LouverEdge_03.007
15:27:36 | INFO: Blender create Mesh node AFT_LouverEdge_03.005
15:27:36 | INFO: Blender create Mesh node AFT_LouverEdge_04.007
15:27:36 | INFO: Blender create Mesh node AFT_LouverEdge_04.005
15:27:36 | INFO: Blender create Mesh node AFT_LouverEdge_05.007
15:27:36 | INFO: Blender create Mesh node AFT_LouverEdge_05.005
15:27:36 | INFO: Blender create Mesh node AFT_ReleaseLatch.008
15:27:36 | INFO: Blender create Mesh node AFT_ReleaseLatch.006
15:27:36 | INFO: Blender create Mesh node AFT_ServiceCassette.008
15:27:36 | INFO: Blender create Mesh node AFT_ServiceCassette.006
15:27:36 | INFO: Blender create Mesh node Cylinder.145
15:27:36 | INFO: Blender create Mesh node Cylinder.143
15:27:36 | INFO: Blender create Mesh node AFT_StatusLens.015
15:27:36 | INFO: Blender create Mesh node AFT_StatusLens.013
15:27:36 | INFO: Blender create Mesh node AFT_StatusLens.011
15:27:36 | INFO: Blender create Mesh node AFT_StatusLens.009
15:27:36 | INFO: Blender create Mesh node Cube.289
15:27:36 | INFO: Blender create Mesh node FIELD_LinkRadome.008
15:27:36 | INFO: Blender create Mesh node FIELD_LinkRadome.006
15:27:36 | INFO: Blender create Mesh node Cube.287
15:27:36 | INFO: Blender create Mesh node Cube.285
15:27:36 | INFO: Blender create Mesh node Cube.283
15:27:36 | INFO: Blender create Mesh node Cube.281
15:27:36 | INFO: Blender create Mesh node Cube.279
15:27:36 | INFO: Blender create Mesh node Cube.277
15:27:36 | INFO: Blender create Mesh node Cube.275
15:27:36 | INFO: Blender create Mesh node Cube.273
15:27:36 | INFO: Blender create Mesh node Cube.271
15:27:36 | INFO: Blender create Mesh node Cube.269
15:27:36 | INFO: Blender create Mesh node Cube.267
15:27:36 | INFO: Blender create Mesh node Cube.265
15:27:36 | INFO: Blender create Mesh node Cube.259
15:27:36 | INFO: Blender create Mesh node Cube.257
15:27:36 | INFO: Blender create Mesh node Cube.263
15:27:36 | INFO: Blender create Mesh node Cube.261
15:27:36 | INFO: Blender create Mesh node GEAR_FixedSocket_1.008
15:27:36 | INFO: Blender create Mesh node GEAR_FixedSocket_1.006
15:27:36 | INFO: Blender create Mesh node GEAR_FixedSocket_-1.008
15:27:36 | INFO: Blender create Mesh node GEAR_FixedSocket_-1.006
15:27:36 | INFO: Blender create Mesh node Cube.251
15:27:36 | INFO: Blender create Mesh node Cube.249
15:27:36 | INFO: Blender create Mesh node Cube.255
15:27:36 | INFO: Blender create Mesh node Cube.253
15:27:36 | INFO: Blender create Mesh node Cube.235
15:27:36 | INFO: Blender create Mesh node Cube.233
15:27:36 | INFO: Blender create Mesh node Cube.239
15:27:36 | INFO: Blender create Mesh node Cube.237
15:27:36 | INFO: Blender create Mesh node Cube.243
15:27:36 | INFO: Blender create Mesh node Cube.241
15:27:36 | INFO: Blender create Mesh node Cube.247
15:27:36 | INFO: Blender create Mesh node Cube.245
15:27:36 | INFO: Blender create Mesh node GEAR_TelescopicStage_1_0.008
15:27:36 | INFO: Blender create Mesh node GEAR_TelescopicStage_1_0.006
15:27:36 | INFO: Blender create Mesh node GEAR_TelescopicStage_1_1.008
15:27:36 | INFO: Blender create Mesh node GEAR_TelescopicStage_1_1.006
15:27:36 | INFO: Blender create Mesh node Cylinder.137
15:27:36 | INFO: Blender create Mesh node Cylinder.135
15:27:36 | INFO: Blender create Mesh node GEAR_TelescopicStage_-1_0.008
15:27:36 | INFO: Blender create Mesh node GEAR_TelescopicStage_-1_0.006
15:27:36 | INFO: Blender create Mesh node GEAR_TelescopicStage_-1_1.008
15:27:36 | INFO: Blender create Mesh node GEAR_TelescopicStage_-1_1.006
15:27:36 | INFO: Blender create Mesh node Cylinder.141
15:27:36 | INFO: Blender create Mesh node Cylinder.139
15:27:36 | INFO: Blender create Mesh node H01_ContinuousLiftingBody_Mesh.005
15:27:37 | INFO: Blender create Mesh node H03_CrownJoint.030
15:27:37 | INFO: Blender create Mesh node H03_CrownJoint.028
15:27:37 | INFO: Blender create Mesh node H03_CrownJoint.026
15:27:37 | INFO: Blender create Mesh node H03_CrownJoint.024
15:27:37 | INFO: Blender create Mesh node H03_CrownJoint.022
15:27:37 | INFO: Blender create Mesh node H03_CrownJoint.020
15:27:37 | INFO: Blender create Mesh node Cube.231
15:27:37 | INFO: Blender create Mesh node Cube.229
15:27:37 | INFO: Blender create Mesh node Cube.227
15:27:37 | INFO: Blender create Mesh node Cube.225
15:27:37 | INFO: Blender create Mesh node H06_NoseChamfer.005
15:27:37 | INFO: Blender create Mesh node H07_ShoulderJoint.005
15:27:37 | INFO: Blender create Mesh node I01_ShoulderIntake_Bezel.005
15:27:37 | INFO: Blender create Mesh node I01_ShoulderIntake_Interior_Mesh.005
15:27:37 | INFO: Blender create Mesh node P01_IntakeCowl.005
15:27:37 | INFO: Blender create Mesh node P02_IntakeLip.005
15:27:37 | INFO: Blender create Mesh node P03_IntakeThroat.005
15:27:37 | INFO: Blender create Mesh node P04_IntakeBack.005
15:27:37 | INFO: Blender create Mesh node P05_WingCowlBlend.010
15:27:37 | INFO: Blender create Mesh node P05_WingCowlBlend.008
15:27:37 | INFO: Blender create Mesh node P06_IntakeGuide.010
15:27:37 | INFO: Blender create Mesh node P06_IntakeGuide.008
15:27:37 | INFO: Blender create Mesh node P07_CowlWarning.005
15:27:37 | INFO: Blender create Mesh node P10_ExhaustRim.005
15:27:37 | INFO: Blender create Mesh node P11_ExhaustThroat.005
15:27:37 | INFO: Blender create Mesh node P12_ExhaustBack.005
15:27:37 | INFO: Blender create Mesh node P13_HeatPetal.080
15:27:37 | INFO: Blender create Mesh node P13_HeatPetal.078
15:27:37 | INFO: Blender create Mesh node P13_HeatPetal.076
15:27:37 | INFO: Blender create Mesh node P13_HeatPetal.074
15:27:37 | INFO: Blender create Mesh node P13_HeatPetal.072
15:27:37 | INFO: Blender create Mesh node P13_HeatPetal.070
15:27:37 | INFO: Blender create Mesh node P13_HeatPetal.068
15:27:37 | INFO: Blender create Mesh node P13_HeatPetal.066
15:27:37 | INFO: Blender create Mesh node P13_HeatPetal.064
15:27:37 | INFO: Blender create Mesh node P13_HeatPetal.062
15:27:37 | INFO: Blender create Mesh node P13_HeatPetal.060
15:27:37 | INFO: Blender create Mesh node P13_HeatPetal.058
15:27:37 | INFO: Blender create Mesh node P13_HeatPetal.056
15:27:37 | INFO: Blender create Mesh node P13_HeatPetal.054
15:27:37 | INFO: Blender create Mesh node P13_HeatPetal.052
15:27:37 | INFO: Blender create Mesh node P13_HeatPetal.050
15:27:37 | INFO: Blender create Mesh node P14_InternalMixer.015
15:27:37 | INFO: Blender create Mesh node P14_InternalMixer.013
15:27:37 | INFO: Blender create Mesh node P14_InternalMixer.011
15:27:37 | INFO: Blender create Mesh node P15_ExhaustApron.005
15:27:37 | INFO: Blender create Mesh node R01_DuctWall_Mesh.005
15:27:37 | INFO: Blender create Mesh node R02_RecessedLip_Mesh.005
15:27:37 | INFO: Blender create Mesh node R03_LowerLip_Mesh.005
15:27:37 | INFO: Blender create Mesh node Cylinder.133
15:27:37 | INFO: Blender create Mesh node Cylinder.131
15:27:37 | INFO: Blender create Mesh node R06_Blade_00_Mesh.005
15:27:37 | INFO: Blender create Mesh node R06_Blade_01_Mesh.005
15:27:37 | INFO: Blender create Mesh node R06_Blade_02_Mesh.005
15:27:37 | INFO: Blender create Mesh node R06_Blade_03_Mesh.005
15:27:37 | INFO: Blender create Mesh node R06_Blade_04_Mesh.005
15:27:37 | INFO: Blender create Mesh node R06_Blade_05_Mesh.005
15:27:37 | INFO: Blender create Mesh node R06_Blade_06_Mesh.005
15:27:37 | INFO: Blender create Mesh node R06_Blade_07_Mesh.005
15:27:37 | INFO: Blender create Mesh node R06_Blade_08_Mesh.005
15:27:37 | INFO: Blender create Mesh node R06_Blade_09_Mesh.005
15:27:37 | INFO: Blender create Mesh node R06_Blade_10_Mesh.005
15:27:37 | INFO: Blender create Mesh node R06_Blade_11_Mesh.005
15:27:37 | INFO: Blender create Mesh node Cube.223
15:27:37 | INFO: Blender create Mesh node Cube.221
15:27:37 | INFO: Blender create Mesh node Cube.219
15:27:37 | INFO: Blender create Mesh node Cube.217
15:27:37 | INFO: Blender create Mesh node Cube.215
15:27:37 | INFO: Blender create Mesh node Cube.213
15:27:37 | INFO: Blender create Mesh node S01_VisorRecess_Mesh.005
15:27:37 | INFO: Blender create Mesh node S02_VisorOptic_Mesh.005
15:27:37 | INFO: Blender create Mesh node Cube.211
15:27:37 | INFO: Blender create Mesh node Cube.209
15:27:37 | INFO: Blender create Mesh node Cube.207
15:27:37 | INFO: Blender create Mesh node Cube.205
15:27:37 | INFO: Blender create Mesh node Cube.203
15:27:37 | INFO: Blender create Mesh node Cube.201
15:27:37 | INFO: Blender create Mesh node Cube.199
15:27:37 | INFO: Blender create Mesh node V22_AvionicsServiceLockSlot.004
15:27:37 | INFO: Blender create Mesh node Cylinder.129
15:27:37 | INFO: Blender create Mesh node V22_AvionicsServiceSeal.004
15:27:37 | INFO: Blender create Mesh node V22_AvionicsServiceSkin.004
15:27:37 | INFO: Blender create Mesh node Cylinder.127
15:27:37 | INFO: Blender create Mesh node Cylinder.125
15:27:37 | INFO: Blender create Mesh node Cylinder.123
15:27:37 | INFO: Blender create Mesh node Cylinder.121
15:27:37 | INFO: Blender create Mesh node Cylinder.119
15:27:37 | INFO: Blender create Mesh node Cylinder.117
15:27:37 | INFO: Blender create Mesh node Cylinder.115
15:27:37 | INFO: Blender create Mesh node Cylinder.113
15:27:37 | INFO: Blender create Mesh node Cylinder.111
15:27:37 | INFO: Blender create Mesh node Cylinder.109
15:27:37 | INFO: Blender create Mesh node Cylinder.107
15:27:37 | INFO: Blender create Mesh node Cylinder.105
15:27:37 | INFO: Blender create Mesh node V22_FanFastenerSlot.059
15:27:37 | INFO: Blender create Mesh node V22_FanFastenerSlot.057
15:27:37 | INFO: Blender create Mesh node V22_FanFastenerSlot.055
15:27:37 | INFO: Blender create Mesh node V22_FanFastenerSlot.053
15:27:37 | INFO: Blender create Mesh node V22_FanFastenerSlot.051
15:27:37 | INFO: Blender create Mesh node V22_FanFastenerSlot.049
15:27:37 | INFO: Blender create Mesh node V22_FanFastenerSlot.047
15:27:37 | INFO: Blender create Mesh node V22_FanFastenerSlot.045
15:27:37 | INFO: Blender create Mesh node V22_FanFastenerSlot.043
15:27:37 | INFO: Blender create Mesh node V22_FanFastenerSlot.041
15:27:37 | INFO: Blender create Mesh node V22_FanFastenerSlot.039
15:27:37 | INFO: Blender create Mesh node V22_FanFastenerSlot.037
15:27:37 | INFO: Blender create Mesh node V22_FanServiceRim.009
15:27:37 | INFO: Blender create Mesh node V22_FanServiceRim.007
15:27:37 | INFO: Blender create Mesh node V22_ForwardAccessLockSlot.004
15:27:37 | INFO: Blender create Mesh node Cylinder.103
15:27:37 | INFO: Blender create Mesh node V22_ForwardAccessSeal.004
15:27:37 | INFO: Blender create Mesh node V22_ForwardAccessSkin.004
15:27:37 | INFO: Blender create Mesh node V22_OutboardAccessLockSlot.004
15:27:37 | INFO: Blender create Mesh node Cylinder.101
15:27:37 | INFO: Blender create Mesh node V22_OutboardAccessSeal.004
15:27:37 | INFO: Blender create Mesh node V22_OutboardAccessSkin.004
15:27:37 | INFO: Blender create Mesh node V22_ReleaseWitness.009
15:27:37 | INFO: Blender create Mesh node V22_ReleaseWitness.007
15:27:37 | INFO: Blender create Mesh node W01_PanelJoint_00.005
15:27:37 | INFO: Blender create Mesh node W01_PanelJoint_01.005
15:27:37 | INFO: Blender create Mesh node W04_TipMark.005
15:27:37 | INFO: Blender create Mesh node Cube.197
15:27:37 | INFO: Blender create Mesh node Cube.195
15:27:37 | INFO: Blender create Mesh node Cube.193
15:27:37 | INFO: Blender create Mesh node Cube.191
15:27:37 | INFO: Blender create Mesh node Cube.189
15:27:37 | INFO: Blender create Mesh node W06_ProposedElevonHinge.010
15:27:37 | INFO: Blender create Mesh node W06_ProposedElevonHinge.008
15:27:37 | INFO: Blender create Mesh node W07_TipPanelJoint.005
15:27:37 | INFO: Blender create Mesh node W08_TipFold.005
15:27:37 | INFO: Blender create Mesh node Cylinder.160
15:27:37 | INFO: Blender create Mesh node Cylinder.158
15:27:37 | INFO: Blender create Mesh node Cylinder.156
15:27:37 | INFO: Blender create Mesh node Cylinder.154
15:27:37 | INFO: Blender create Mesh node Cylinder.152
15:27:37 | INFO: Blender create Mesh node Cylinder.150
15:27:37 | INFO: Blender create Mesh node AFT_CassetteGasket.006
15:27:37 | INFO: Blender create Mesh node AFT_CassetteGasket.004
15:27:37 | INFO: Blender create Mesh node Cylinder.148
15:27:37 | INFO: Blender create Mesh node Cylinder.146
15:27:37 | INFO: Blender create Mesh node AFT_FastenerSlot.022
15:27:37 | INFO: Blender create Mesh node AFT_FastenerSlot.020
15:27:37 | INFO: Blender create Mesh node AFT_FastenerSlot.018
15:27:37 | INFO: Blender create Mesh node AFT_FastenerSlot.016
15:27:37 | INFO: Blender create Mesh node AFT_FastenerSlot.014
15:27:37 | INFO: Blender create Mesh node AFT_FastenerSlot.012
15:27:37 | INFO: Blender create Mesh node AFT_HeatExchangerThroat_00.007
15:27:37 | INFO: Blender create Mesh node AFT_HeatExchangerThroat_00.005
15:27:37 | INFO: Blender create Mesh node AFT_HeatExchangerThroat_01.007
15:27:37 | INFO: Blender create Mesh node AFT_HeatExchangerThroat_01.005
15:27:37 | INFO: Blender create Mesh node AFT_HeatExchangerThroat_02.007
15:27:37 | INFO: Blender create Mesh node AFT_HeatExchangerThroat_02.005
15:27:37 | INFO: Blender create Mesh node AFT_HeatExchangerThroat_03.007
15:27:37 | INFO: Blender create Mesh node AFT_HeatExchangerThroat_03.005
15:27:37 | INFO: Blender create Mesh node AFT_HeatExchangerThroat_04.007
15:27:37 | INFO: Blender create Mesh node AFT_HeatExchangerThroat_04.005
15:27:37 | INFO: Blender create Mesh node AFT_HeatExchangerThroat_05.007
15:27:37 | INFO: Blender create Mesh node AFT_HeatExchangerThroat_05.005
15:27:37 | INFO: Blender create Mesh node AFT_LouverEdge_00.006
15:27:37 | INFO: Blender create Mesh node AFT_LouverEdge_00.004
15:27:37 | INFO: Blender create Mesh node AFT_LouverEdge_01.006
15:27:37 | INFO: Blender create Mesh node AFT_LouverEdge_01.004
15:27:37 | INFO: Blender create Mesh node AFT_LouverEdge_02.006
15:27:37 | INFO: Blender create Mesh node AFT_LouverEdge_02.004
15:27:37 | INFO: Blender create Mesh node AFT_LouverEdge_03.006
15:27:37 | INFO: Blender create Mesh node AFT_LouverEdge_03.004
15:27:37 | INFO: Blender create Mesh node AFT_LouverEdge_04.006
15:27:37 | INFO: Blender create Mesh node AFT_LouverEdge_04.004
15:27:37 | INFO: Blender create Mesh node AFT_LouverEdge_05.006
15:27:37 | INFO: Blender create Mesh node AFT_LouverEdge_05.004
15:27:37 | INFO: Blender create Mesh node AFT_ReleaseLatch.007
15:27:37 | INFO: Blender create Mesh node AFT_ReleaseLatch.005
15:27:37 | INFO: Blender create Mesh node AFT_ServiceCassette.007
15:27:37 | INFO: Blender create Mesh node AFT_ServiceCassette.005
15:27:37 | INFO: Blender create Mesh node Cylinder.144
15:27:37 | INFO: Blender create Mesh node Cylinder.142
15:27:37 | INFO: Blender create Mesh node AFT_StatusLens.014
15:27:37 | INFO: Blender create Mesh node AFT_StatusLens.012
15:27:37 | INFO: Blender create Mesh node AFT_StatusLens.010
15:27:37 | INFO: Blender create Mesh node AFT_StatusLens.008
15:27:37 | INFO: Blender create Mesh node Cube.288
15:27:37 | INFO: Blender create Mesh node FIELD_LinkRadome.007
15:27:37 | INFO: Blender create Mesh node FIELD_LinkRadome.005
15:27:37 | INFO: Blender create Mesh node Cube.286
15:27:37 | INFO: Blender create Mesh node Cube.284
15:27:37 | INFO: Blender create Mesh node Cube.282
15:27:37 | INFO: Blender create Mesh node Cube.280
15:27:37 | INFO: Blender create Mesh node Cube.278
15:27:37 | INFO: Blender create Mesh node Cube.276
15:27:37 | INFO: Blender create Mesh node Cube.274
15:27:37 | INFO: Blender create Mesh node Cube.272
15:27:37 | INFO: Blender create Mesh node Cube.270
15:27:37 | INFO: Blender create Mesh node Cube.268
15:27:37 | INFO: Blender create Mesh node Cube.266
15:27:37 | INFO: Blender create Mesh node Cube.264
15:27:37 | INFO: Blender create Mesh node Cube.258
15:27:37 | INFO: Blender create Mesh node Cube.256
15:27:37 | INFO: Blender create Mesh node Cube.262
15:27:37 | INFO: Blender create Mesh node Cube.260
15:27:37 | INFO: Blender create Mesh node GEAR_FixedSocket_1.007
15:27:37 | INFO: Blender create Mesh node GEAR_FixedSocket_1.005
